Source_Borough,Drop_Borough,Date,Hour,Trip_Distance,Duration,Count_of_rides,tip_amount,total_amount
Brooklyn,Queens,1/6/18,10,10.00571429,23.23095238,7,4.911428571,35.78285714
Unknown,Unknown,1/11/18,2,1.416129032,19.45179211,34,1.530806452,86.01091398
Queens,Unknown,1/18/18,1,27.05,687.825,2,14.605,149.285
Brooklyn,EWR,1/8/18,13,17.26,43.7,1,21.08,105.38
EWR,EWR,1/3/18,8,0,13.68333333,1,21.71,130.26
Manhattan,Staten Island,1/15/18,20,23.2,42.21666667,2,12.11,93.94
Unknown,Bronx,1/6/18,2,0,0.05,1,10,80.8
Unknown,Brooklyn,1/4/18,21,0,0,1,12.1,72.6
Brooklyn,Unknown,1/15/18,7,21,32.28333333,1,11.85,71.15
EWR,EWR,1/15/18,10,0,0.866666667,2,10,158.55
Unknown,Queens,1/29/18,6,10.941,25.06833333,6,1.67,40.79
Unknown,Brooklyn,1/22/18,3,0,0.066666667,1,0,9.3
Unknown,Queens,1/6/18,21,4.65,18.16666667,2,2.225,21.275
Staten Island,Staten Island,1/29/18,12,0.3,0.483333333,1,0,15.32
Unknown,Unknown,1/22/18,1,2.371155462,7.353221289,41,3.403046218,32.16804622
Unknown,Unknown,1/28/18,14,1.175409836,10.63041894,184,27.97336066,169.8372131
Unknown,Brooklyn,1/12/18,16,5.7,37.58333333,1,5,32.8
Brooklyn,Unknown,1/3/18,2,21.3,40.5,1,0,64.3
Queens,Staten Island,1/5/18,12,27.32,45.6,1,17.06,102.38
Manhattan,Staten Island,1/3/18,19,17.1575,47.29583333,4,10.255,81.085
Bronx,Manhattan,1/25/18,9,1.03,6.3,1,0,7.3
Queens,EWR,1/25/18,13,32.11,52.65,1,10,136.06
EWR,EWR,1/29/18,16,0,0.058333333,2,2.37,53.17
Queens,Brooklyn,1/2/18,21,12.50728006,28.59286908,255,5.651920292,42.73088275
Manhattan,Brooklyn,1/6/18,1,6.544407579,23.18190452,565,3.229809477,27.18500962
Manhattan,Brooklyn,1/8/18,21,6.726012473,23.23431098,726,3.95962491,28.63278905
Queens,Brooklyn,1/14/18,1,10.67681818,22.96123737,30,2.265757576,35.115
Manhattan,Manhattan,1/15/18,15,2.710658107,16.19642892,13454,1.695009406,14.93897453
Manhattan,Queens,1/16/18,9,11.28910845,45.40023356,267,6.26477098,45.98236643
Manhattan,Brooklyn,1/18/18,23,6.907956732,27.97038992,1096,3.892770777,29.44297534
Manhattan,Queens,1/21/18,23,6.37879902,25.45467729,187,2.206599265,25.19561887
Manhattan,Manhattan,1/27/18,21,2.910135929,17.69672719,12881,1.875659306,16.38297044
Queens,Brooklyn,1/28/18,13,13.77772424,42.27792172,110,4.841595455,46.05189848
Manhattan,Brooklyn,1/29/18,1,6.447977528,20.86984238,225,2.948663724,26.04484082
Queens,Brooklyn,1/30/18,4,15.4575,28.15462963,21,2.622777778,47.60333333
Manhattan,Manhattan,1/30/18,15,2.700108641,18.83742674,14144,1.78697343,15.49935085
Manhattan,Manhattan,1/3/18,3,2.283836128,13.23052186,770,0.91749347,11.62787147
Manhattan,Queens,1/3/18,6,11.90273068,27.58637616,232,4.628530773,44.33543711
Manhattan,Manhattan,1/17/18,5,2.258185159,10.52039142,2271,1.196824969,11.72440561
Unknown,Manhattan,1/19/18,23,1.191010101,5.95547138,51,1.945151515,17.27020202
Manhattan,Queens,1/23/18,11,9.936355532,41.86308745,247,4.183668,40.47094823
Manhattan,Manhattan,1/31/18,9,2.716408548,18.5515666,15489,1.955133308,16.33676407
Manhattan,Bronx,1/3/18,13,9.071351351,27.07432432,37,0.624324324,30.88594595
Manhattan,Brooklyn,1/5/18,8,6.395,25.44166667,84,2.906139241,27.17765823
Queens,Brooklyn,1/12/18,13,12.36033784,77.79433183,65,4.878941441,45.52015766
Manhattan,Bronx,1/17/18,0,7.918125,18.82958333,86,1.326625,27.0305
Queens,Brooklyn,1/21/18,17,13.02825654,33.98718645,153,4.684346412,44.07735446
Bronx,Bronx,1/26/18,22,2.938333333,11.22777778,6,0.576666667,11.05166667
Brooklyn,Manhattan,1/27/18,16,5.415,23.99256272,39,3.278817204,24.88258065
Brooklyn,Brooklyn,1/3/18,23,2.138684211,8.47248538,117,0.943438596,11.66694737
Brooklyn,Brooklyn,1/4/18,2,2.671052632,8.889254386,41,0.926315789,12.54868421
Brooklyn,Brooklyn,1/10/18,19,2.150423221,12.77466292,122,1.177642322,14.02408427
Manhattan,Brooklyn,1/14/18,20,6.525047897,36.43576717,446,3.596846317,28.87855286
Brooklyn,Brooklyn,1/18/18,1,2.176450617,8.378858025,60,1.24462963,11.57203704
Queens,Queens,1/24/18,0,4.20316092,11.00328635,121,1.063715107,18.37310208
Queens,Manhattan,1/9/18,22,12.31451998,24.77529993,407,6.121592211,47.73718296
Queens,Queens,1/20/18,5,4.441036205,10.34434561,134,1.108529963,17.98997815
Queens,Manhattan,1/28/18,5,12.55880597,23.95922471,102,5.206393035,44.96310945
Brooklyn,Manhattan,1/5/18,17,5.281153846,21.34326923,27,3.093269231,24.05673077
Queens,Queens,1/23/18,8,5.007483333,33.96966049,176,1.440240741,20.8142037
Manhattan,Unknown,1/19/18,20,2.571730769,8.152564103,32,1.765769231,24.99653846
Manhattan,Unknown,1/3/18,17,5.675555556,26.54212963,21,3.521388889,40.50972222
Brooklyn,Manhattan,1/3/18,22,5.682848485,21.70020202,64,2.80269697,25.97257576
Manhattan,EWR,1/21/18,13,17.22930556,32.46435185,28,13.11763889,92.59472222
Manhattan,EWR,1/26/18,4,18.36730769,27.60769231,15,16.29923077,98.19730769
Manhattan,Unknown,1/11/18,22,13.10603448,29.10785441,37,9.328908046,68.70913793
Queens,Unknown,1/20/18,16,20.27944444,48.62268519,11,12.00972222,97.02361111
Queens,Manhattan,1/31/18,4,10.31403846,73.27019231,29,3.381730769,37.7725
Manhattan,Bronx,1/31/18,7,6.638849206,23.73095238,50,2.097857143,26.74309524
Brooklyn,Brooklyn,1/31/18,12,1.836326531,11.28673469,52,1.063367347,12.20520408
Manhattan,Unknown,1/29/18,18,5.146666667,13.87728758,22,4.663235294,34.55421569
Brooklyn,Manhattan,1/5/18,16,4.801052632,21.83201754,20,1.743684211,22.49105263
Manhattan,Bronx,1/7/18,11,7.508571429,19.23134921,22,2.291428571,27.0152381
Manhattan,Unknown,1/13/18,3,12.62622807,25.99400585,23,4.181929825,55.06947368
Brooklyn,Queens,1/14/18,2,6.559722222,17.44444444,19,1.926944444,23.99083333
Bronx,Manhattan,1/14/18,9,3.625,11.54166667,4,0.4375,15.4275
Unknown,Queens,1/15/18,22,2.883333333,6.166666667,3,2.15,21.67
Queens,Bronx,1/9/18,12,13.576,29.53166667,10,2.862,51.372
EWR,EWR,1/4/18,20,0,0.033333333,1,5,68.86
Brooklyn,Brooklyn,1/22/18,3,2.334,8.164666667,27,0.6478,11.0758
Manhattan,EWR,1/16/18,14,17.37508383,56.07352679,79,12.85287351,94.28864931
Brooklyn,Queens,1/12/18,23,7.447631579,23.06447368,22,2.037631579,27.49289474
Brooklyn,Brooklyn,1/30/18,3,2.721875,9.3375,17,1.22125,15.630625
Queens,Bronx,1/30/18,19,14.76625,25.69166667,9,4.266875,52.514375
Manhattan,Unknown,1/11/18,14,5.888888889,20.69259259,19,5.665833333,43.29916667
Brooklyn,Brooklyn,1/13/18,7,2.325035461,9.751359338,53,0.75212766,12.52801418
Manhattan,EWR,1/2/18,12,17.36702899,33.48562802,38,9.201521739,93.44427536
Unknown,Queens,1/4/18,15,3.016666667,8.232407407,8,3.371666667,42.96388889
Unknown,Bronx,1/2/18,5,0,0.066666667,1,0,3.8
Manhattan,EWR,1/14/18,15,17.82246296,62.52180041,48,13.09320988,95.69246914
Manhattan,Unknown,1/20/18,12,3.505769231,16.18076923,18,2.218846154,22.44192308
Bronx,Bronx,1/1/18,20,1.83,5.338888889,3,0,9.133333333
Manhattan,Staten Island,1/19/18,21,21.8425,44.2,4,10.8175,88.7075
Queens,Staten Island,1/21/18,16,19.7,36.4,1,5,70.32
Brooklyn,Manhattan,1/4/18,12,4.015,21.45416667,4,0.9125,17.5875
Bronx,Bronx,1/10/18,4,0.56,3.191666667,2,0,5.55
Queens,EWR,1/24/18,17,33.93,62.19166667,2,27.28,162.22
Brooklyn,Manhattan,1/29/18,20,6.210588235,18.3504902,18,3.051764706,25.10235294
Unknown,Bronx,1/31/18,7,1.7,6.3,1,1.66,9.96
Brooklyn,Manhattan,1/10/18,13,4.422222222,21.3537037,18,2.367222222,21.95944444
Unknown,Queens,1/12/18,13,7.076666667,20.35833333,4,8.55,63.27
Unknown,Queens,1/20/18,6,0.015,0.041666667,2,5.28,58.08
Bronx,Manhattan,1/20/18,20,4.5,16.16666667,3,0.666666667,17.96666667
EWR,EWR,1/6/18,9,15.4,0.7,2,7,129.05
Queens,Unknown,1/19/18,5,18.618,36.48,5,10.344,91.798
Bronx,Manhattan,1/6/18,12,2.24,13.975,2,1.525,13.325
Unknown,Queens,1/23/18,13,4.45,13.7375,3,9.6075,57.6575
Brooklyn,Unknown,1/9/18,5,0,0,1,0,18.3
Manhattan,Staten Island,1/8/18,1,14.4,32.1,1,0,54.32
Unknown,Brooklyn,1/17/18,20,2.9,15.48333333,1,3.7,18.5
Brooklyn,Queens,1/24/18,2,3.18,10.60277778,6,1.431666667,14.815
Queens,EWR,1/4/18,23,32.2,58.06666667,1,0,146.56
Unknown,EWR,1/9/18,6,18.3,37.1,1,15.96,95.76
EWR,EWR,1/23/18,9,0,0.4,1,19.85,119.15
Unknown,Unknown,1/25/18,10,1.569087591,7.838138686,277,4.147214112,76.35186131
Unknown,Queens,1/18/18,9,6.105,15.45,2,7.11,63.29
Queens,Staten Island,1/7/18,3,26.5,38.56666667,1,0,83.32
Manhattan,Unknown,1/23/18,2,18.03,35,1,10,70.06
Unknown,EWR,1/17/18,6,17.8,30.43333333,1,0,79.3
EWR,EWR,1/10/18,4,0,0.15,1,13.03,143.33
Manhattan,Staten Island,1/28/18,22,19.5,35.4,1,0,72.08
Brooklyn,Unknown,1/26/18,7,1.43,5.05,1,1,8.3
Queens,EWR,1/8/18,14,36.78,77.5,2,31.7,172.29
Brooklyn,Unknown,1/31/18,4,5.4,14.45,1,1.88,20.68
Queens,Staten Island,1/10/18,13,26.46,50.08333333,1,0,84.32
Unknown,Bronx,1/11/18,4,9.2,21.2,1,0,29.3
Brooklyn,Staten Island,1/27/18,1,18.89,33.86666667,1,0,65.32
Queens,Manhattan,1/2/18,13,12.68090678,48.96632074,584,6.46630828,50.18463881
Manhattan,Queens,1/5/18,7,12.301341,34.62962073,180,5.627489125,46.0281313
Manhattan,Queens,1/6/18,6,11.03475939,40.31024955,265,4.233390677,39.81611486
Manhattan,Queens,1/7/18,15,10.26667172,33.7261888,399,4.633722246,40.34480369
Manhattan,Manhattan,1/10/18,8,2.751431574,20.25582638,15901,2.005108105,16.30046358
Brooklyn,Manhattan,1/11/18,16,4.268214286,21.23214286,28,3.294642857,24.06857143
Manhattan,Manhattan,1/11/18,21,3.048049335,15.48871399,14933,2.037495354,15.94700598
Manhattan,Brooklyn,1/12/18,12,7.114722222,40.14342593,165,3.393466667,31.68716667
Manhattan,Queens,1/12/18,17,9.839820521,52.9525227,411,5.600812123,45.35760294
Manhattan,Staten Island,1/12/18,19,19.955,46.40833333,2,2.5,77.93
Queens,Queens,1/17/18,14,5.360012458,21.65918179,235,1.686225715,21.65241772
Manhattan,Brooklyn,1/17/18,19,6.244444592,32.82119829,553,3.84237633,28.6848852
Manhattan,Manhattan,1/18/18,16,2.636122224,19.55583281,13965,1.890533168,16.71259851
Manhattan,Brooklyn,1/20/18,22,6.679775609,33.87013772,616,3.648394618,29.80259548
Manhattan,Queens,1/21/18,2,7.393121538,26.32445917,523,2.564991596,28.33101578
Bronx,Manhattan,1/21/18,8,3.37,12.38888889,6,0.285,14.41833333
Brooklyn,Brooklyn,1/27/18,0,2.941962268,13.93401602,295,1.713923832,14.78480932
Manhattan,Brooklyn,1/27/18,13,5.755128205,54.24892272,192,3.231517094,27.46417735
Manhattan,Manhattan,1/5/18,7,2.717848639,19.48666847,9797,1.606084285,14.09482906
Queens,Bronx,1/2/18,10,15.37462963,30.81141975,23,6.356296296,56.71722222
Brooklyn,Brooklyn,1/6/18,20,1.740331325,13.86708166,112,1.23403012,12.03921084
Unknown,Manhattan,1/7/18,16,1.45615873,9.415185185,34,1.593412698,12.95134921
Queens,Brooklyn,1/7/18,18,13.23381221,35.45996864,155,4.829730799,44.58307181
Queens,Manhattan,1/19/18,20,13.4481064,41.47805602,649,6.528401646,51.22487889
Queens,Brooklyn,1/20/18,0,13.65725985,26.00395115,111,5.561108374,45.78536946
Manhattan,Bronx,1/26/18,11,7.931176471,22.72058824,17,1.917647059,29.60588235
Manhattan,EWR,1/6/18,15,16.93991667,35.68694444,30,13.55416667,98.34875
Manhattan,Bronx,1/8/18,16,8.944090909,56.94090909,22,3.085454545,43.26909091
Manhattan,Queens,1/18/18,13,10.603908,36.58553965,584,5.697291805,44.35628071
Brooklyn,Bronx,1/24/18,22,16.72,33.63333333,1,9.56,57.36
Queens,Brooklyn,1/31/18,18,13.76278017,44.17735486,136,5.187167645,49.34882453
Manhattan,Unknown,1/5/18,18,3.994583333,13.97239583,43,2.698958333,30.91364583
Brooklyn,Manhattan,1/24/18,12,4.679347826,21.1365942,25,2.651521739,22.2123913
Brooklyn,Brooklyn,1/26/18,19,2.060830189,10.91999476,144,1.434028302,13.92376101
Brooklyn,Brooklyn,1/28/18,19,2.20391369,10.82991071,66,1.214553571,12.99431548
Queens,Queens,1/27/18,0,4.981972607,11.627976,176,2.745632917,20.11258276
Manhattan,Brooklyn,1/27/18,6,5.825266667,73.89644444,84,1.792,22.4988
Queens,Brooklyn,1/16/18,13,13.49621569,34.77688453,82,4.948366013,46.43715686
Brooklyn,Manhattan,1/29/18,17,4.643194444,18.29652778,15,2.002222222,21.10083333
Queens,Bronx,1/5/18,20,16.105,32.03333333,21,2.815294118,54.71352941
Queens,Bronx,1/10/18,12,16.03571429,31.58095238,7,2.715714286,54.20428571
Manhattan,Brooklyn,1/3/18,2,6.061022013,36.68608491,116,2.032688679,23.98042453
Manhattan,Unknown,1/19/18,12,2.783518519,12.92839506,32,0.941481481,20.61740741
Manhattan,Brooklyn,1/19/18,6,7.227142857,23.46785714,56,2.614285714,27.74928571
Manhattan,EWR,1/19/18,19,16.24692308,39.29615385,14,11.30346154,92.24576923
Queens,Brooklyn,1/24/18,7,13.145,45.80588235,42,5.779558824,48.52808824
Manhattan,Manhattan,12/31/17,19,2.815,706.575,2,2.86,17.16
Bronx,Manhattan,1/6/18,21,4.103333333,12.17777778,3,2.603333333,18.23666667
Bronx,Bronx,1/14/18,13,5.006428571,21.23571429,10,1.9225,21.65107143
Brooklyn,Queens,1/19/18,12,8.863333333,24.16388889,6,3.588333333,33.63
Brooklyn,Manhattan,1/19/18,12,5.556521739,18.96956522,25,2.489347826,23.16804348
Brooklyn,Queens,1/19/18,19,9.420833333,24.15833333,12,3.206666667,33.215
Manhattan,Staten Island,1/31/18,3,17.8,25.53333333,1,5,65.82
Unknown,Unknown,1/17/18,0,5.661168831,21.3013949,81,3.887676768,45.19864358
Manhattan,Unknown,1/6/18,1,6.534347826,15.80652174,27,4.689565217,42.01347826
Manhattan,Staten Island,1/16/18,0,21.5,33.38333333,1,0,70.32
Brooklyn,Manhattan,1/21/18,16,5.089565217,20.55978261,25,2.08673913,27.62413043
Brooklyn,Manhattan,1/5/18,0,5.438181818,17.23787879,11,1.080909091,21.76363636
Queens,Unknown,1/13/18,8,17.40666667,32.89111111,7,13.19333333,97.69466667
Unknown,Brooklyn,1/13/18,0,3.75,14.95166667,6,2.665,25.715
Unknown,Unknown,1/29/18,14,0.892881035,3.967124782,202,1.056655032,33.47106894
Brooklyn,Manhattan,12/31/17,16,7.74,21.73333333,1,0.05,25.35
Bronx,Bronx,1/12/18,13,2.903888889,12.13888889,8,1.703888889,13.71277778
Unknown,Brooklyn,1/1/18,0,6.075,20.57916667,4,4.1375,39.6275
Brooklyn,Queens,1/9/18,19,1.606666667,25.31111111,3,1.466666667,11.1
Unknown,Manhattan,1/15/18,2,1.821666667,6.495833333,7,2.335833333,14.9275
Manhattan,EWR,1/4/18,7,18.21333333,38.91111111,3,6.486666667,90.12
Manhattan,Staten Island,1/18/18,20,21.1325,48.45833333,4,8.0875,84.0375
Unknown,EWR,1/22/18,15,13.8,32.63333333,1,10,81.3
Manhattan,EWR,1/18/18,4,16.493,31.595,12,13.0365,91.2865
Queens,Bronx,1/23/18,22,16.25333333,24.68333333,6,7.258333333,58.735
Queens,Unknown,1/17/18,11,7.209333333,13.80388889,10,3.391,39.02366667
Unknown,Unknown,1/18/18,0,1.332389706,3.101844363,96,4.535889706,34.61243015
Unknown,Unknown,1/5/18,4,1.728611111,82.99490741,19,6.865833333,38.92972222
Queens,Unknown,1/9/18,18,16.16291667,46.78618056,30,4.520458333,71.98316667
Staten Island,Staten Island,1/30/18,7,0,0.375,4,0,88.425
Unknown,Brooklyn,1/14/18,4,1.4,4.958333333,4,2.0125,14.2375
Queens,Staten Island,1/14/18,11,22.64,28.93333333,1,14.26,85.58
Queens,Unknown,1/9/18,3,25.39,32.92222222,3,0,80.14
Unknown,Brooklyn,1/16/18,5,14,27.35,1,8.15,48.95
EWR,EWR,1/8/18,6,0.05,0.275,2,5,105.3
Queens,EWR,1/17/18,19,30.66,48.06666667,2,16.98,134.765
Unknown,Unknown,12/31/02,23,0.89,957.2666667,1,1.26,7.56
Unknown,Brooklyn,1/12/18,1,10.7,24.8,1,0,32.8
Brooklyn,Bronx,1/20/18,9,11.58,29.25833333,2,0,36.05
Staten Island,Staten Island,1/21/18,9,0.4,0.533333333,1,0,26.32
EWR,EWR,1/4/18,13,0,1.611111111,3,16.40333333,131.87
Unknown,Unknown,1/24/18,16,1.360291667,62.94756944,244,2.232083333,23.33670833
Queens,Queens,12/31/17,16,0.34,0.75,1,0,4.3
Manhattan,EWR,1/27/18,0,20.49,42.98333333,1,0,87.8
Brooklyn,Brooklyn,1/4/18,3,2.31175,8.776666667,23,1.2885,12.101
Brooklyn,Brooklyn,1/4/18,18,1.221911765,8.273529412,38,1.122941176,13.27441176
Manhattan,EWR,1/7/18,17,17.38167411,66.12637649,30,12.59444196,96.81317708
Manhattan,Bronx,1/8/18,13,8.36195122,27.91178862,41,1.154146341,30.49658537
Manhattan,Manhattan,1/11/18,23,3.038912591,16.02040549,10512,1.87564485,15.43589627
Queens,Bronx,1/12/18,11,18.9975,40.21805556,8,1.39,61.24166667
Manhattan,Queens,1/12/18,18,9.165276688,36.65961486,357,4.814574801,40.25515178
Manhattan,Queens,1/16/18,4,9.955995668,21.69830456,230,4.362844874,37.67552272
Manhattan,Queens,1/16/18,5,12.01471093,23.64032994,366,5.614960505,46.26972434
Manhattan,Manhattan,1/16/18,13,2.713067248,20.56373057,13015,1.80905727,15.97907702
Manhattan,Queens,1/20/18,19,8.956261759,36.31489264,230,3.753550102,34.73476176
Queens,Brooklyn,1/22/18,6,13.72344762,46.9979127,64,5.636504762,50.00745714
Queens,Brooklyn,1/23/18,21,13.55386935,35.81261785,191,5.945172318,45.72685522
Manhattan,Manhattan,1/25/18,5,2.328903986,14.28011683,2301,1.242753079,11.92615176
Manhattan,Brooklyn,1/28/18,15,6.374131944,28.92819734,220,3.279019097,28.65823785
Manhattan,Manhattan,1/3/18,11,2.737688551,20.40684525,11806,1.490215765,15.55784948
Manhattan,Manhattan,1/7/18,4,2.660745745,11.275822,2123,1.275008113,13.29989795
Manhattan,Brooklyn,1/12/18,1,6.631924197,23.21228776,479,3.457861362,27.15892729
Manhattan,Manhattan,1/17/18,10,2.680005216,19.41425125,12846,1.928498309,16.08854794
Brooklyn,Queens,1/14/18,20,5.58,20.64166667,4,4.235,25.285
Queens,Brooklyn,1/16/18,17,13.33653653,52.67705099,132,4.634424658,49.56125114
Queens,Queens,1/24/18,12,4.92431367,13.53139877,147,1.477031835,20.02040886
Queens,Brooklyn,1/6/18,12,13.50298742,28.89623166,90,4.958531447,44.80129874
Queens,Manhattan,1/7/18,5,12.69889855,26.2620102,102,4.664508857,45.83450886
Queens,Queens,1/14/18,2,3.077724138,10.77588442,135,0.751549808,14.13522797
Manhattan,Unknown,1/27/18,21,4.8221875,15.13072917,18,2.435,31.673125
Brooklyn,EWR,1/27/18,15,41.58,55.1,1,38.96,194.78
Queens,Brooklyn,1/5/18,9,12.21386905,32.37048611,41,3.455684524,41.12592262
Manhattan,Bronx,1/29/18,15,8.95969697,72.97929293,33,1.643333333,32.93545455
Bronx,Bronx,1/17/18,23,4.113333333,4.138888889,6,0,6.55
Manhattan,EWR,1/26/18,8,18.3328125,36.45138889,25,14.15776042,99.28953125
Queens,Brooklyn,1/29/18,1,13.02821429,21.26130952,18,4.584285714,42.11642857
Queens,Bronx,1/23/18,14,16.79363636,30.3969697,11,3.602727273,58.32454545
Manhattan,Bronx,1/4/18,16,5.82875,21.35625,16,0.540625,22.246875
Brooklyn,Queens,1/9/18,0,8.18,22.69583333,8,1.275,28.5125
Queens,Brooklyn,1/27/18,14,12.77894753,38.62209877,97,5.54695679,45.22581481
Manhattan,Unknown,1/4/18,23,6.271666667,16.29027778,12,5.139166667,48.55583333
Unknown,Unknown,1/26/18,16,1.908857143,7.926530612,246,24.10977551,124.2994082
Brooklyn,Manhattan,1/30/18,17,3.943888889,19.57314815,18,2.652777778,20.92222222
Bronx,Bronx,1/2/18,16,2.82,17.02380952,8,0.59,15.81857143
Unknown,Manhattan,1/2/18,22,0.842647059,4.431372549,25,3.856176471,28.69352941
Brooklyn,Queens,1/31/18,2,2.603333333,9.416666667,3,2.35,13.98333333
Bronx,Bronx,1/4/18,12,1.188333333,9.519444444,6,0.271666667,95.155
Unknown,Unknown,1/6/18,14,0.798353609,4.325540687,278,1.015896188,102.2150608
Unknown,Manhattan,1/9/18,5,1.6,6.265277778,8,0.863333333,10.79666667
Manhattan,Staten Island,1/30/18,23,20.335,39.85416667,4,9.1175,79.8775
Unknown,Manhattan,1/30/18,9,1.051136364,8.791414141,38,1.72719697,15.10712121
Queens,Bronx,1/1/18,11,14.43973684,24.85570175,20,3.854736842,50.56578947
Bronx,Bronx,1/26/18,14,4.236666667,24.05,3,0.72,20.02
Brooklyn,Queens,1/28/18,3,6.799561404,17.64883041,23,1.613421053,24.48798246
Brooklyn,Bronx,1/26/18,23,16.52,35.34166667,2,0,52.43
Queens,EWR,1/6/18,21,31.6,43.9,1,0,139.2
Bronx,Bronx,1/18/18,13,1.253333333,10.725,4,1.02,10.23666667
Unknown,Brooklyn,1/25/18,0,4.116666667,15.03611111,4,6.186666667,39.40333333
Bronx,Bronx,1/13/18,18,3.910833333,16.99791667,10,0.4775,16.715
Brooklyn,Brooklyn,1/30/18,4,2.967692308,9.55,13,0.736923077,12.96
Unknown,Unknown,1/15/18,23,2.734931129,3.575790371,129,10.12458481,53.76021251
Unknown,EWR,1/16/18,16,0,0.016666667,1,17.6,105.6
Unknown,Queens,1/24/18,11,0.225,6.675,4,0,13.925
Brooklyn,Queens,1/22/18,2,6.355,16.04833333,6,1.814,23.614
Manhattan,Staten Island,1/15/18,11,18.14,43.05833333,2,10.65,76.47
Unknown,EWR,1/1/18,16,0,0.041666667,2,5,93.3
Queens,Bronx,1/31/18,19,13.80653846,27.66217949,17,3.625961538,49.81096154
Bronx,Bronx,1/7/18,17,1.575,12.13333333,2,0,10.05
Brooklyn,Queens,1/13/18,8,11.6145,21.85833333,11,4.031,38.531
Unknown,Unknown,1/30/18,16,5.529642346,7.340724845,236,3.366630901,30.33913448
Bronx,Bronx,1/6/18,21,5.623333333,6.55,6,1.793333333,22.59333333
Queens,Unknown,1/7/18,5,16.585,28.25833333,2,7.5,70
Unknown,Unknown,1/5/18,1,1.038952381,3.701031746,38,2.321333333,74.44047619
Unknown,Brooklyn,1/11/18,23,7.153333333,20.84722222,4,2.6,27.15
Queens,EWR,1/1/18,14,37.16,49.16666667,1,11,151.32
Queens,Unknown,1/14/18,17,14.380625,30.76291667,21,6.5564375,76.3889375
Unknown,Unknown,1/5/18,9,1.541369048,10.66761905,214,2.434083333,28.83120238
Unknown,Unknown,1/7/18,13,1.086364692,5.637320945,289,11.15418118,70.42519164
Bronx,Manhattan,1/25/18,5,0.78,4.133333333,1,0,6.3
Brooklyn,Unknown,1/15/18,10,0,0,1,0,58.76
Unknown,Bronx,1/20/18,19,0.01,0.116666667,1,0,3.3
Brooklyn,Unknown,1/14/18,4,4.5,19.26666667,1,0,18.8
Brooklyn,Bronx,1/29/18,20,16.4,41.53333333,1,2,51.8
Unknown,Bronx,1/8/18,9,0,0.033333333,1,0,69.3
Bronx,Manhattan,1/22/18,21,1.5,6.2,1,1,9.3
Brooklyn,Unknown,1/13/18,0,0,0,1,0,13.8
Unknown,Bronx,1/15/18,11,0.01,0.066666667,1,15.86,95.16
Staten Island,Staten Island,1/30/18,16,2.755,13.675,2,3.17,16.97
Queens,Queens,1/1/18,2,3.464210044,11.94922298,414,1.040052178,15.38373711
Manhattan,Manhattan,1/3/18,20,2.864531377,16.15023706,12323,1.774002216,15.09567152
Manhattan,EWR,1/5/18,14,17.40412698,132.1592097,44,7.919027778,93.51143849
Queens,Queens,1/10/18,0,5.237112655,12.39852163,191,1.122925815,19.43498625
Queens,Brooklyn,1/12/18,6,13.41698413,48.2336335,73,4.816767399,48.82510073
Queens,Brooklyn,1/13/18,16,12.99397222,69.01923523,119,5.710878042,47.97526296
Manhattan,Brooklyn,1/25/18,10,7.00473913,31.06833333,122,3.392217391,31.3083913
Manhattan,Unknown,1/25/18,14,5.426590909,18.19848485,24,3.359090909,36.13772727
Manhattan,Queens,1/25/18,18,9.57854432,40.43398984,373,5.071750105,41.4668733
Queens,Manhattan,1/25/18,17,13.85279471,60.56344676,677,7.603298691,58.49683476
